AC;achat
AN;ANouveau
BN;BANQUE_BNI
BO;BANQUE_BOA
CA;CAISSE
OD;OPERATION_DIVERSE
VE;VENTE_EXPORT
VL;VENTE_LOCALE
AC;achat
AN;ANouveau
BN;BANQUE_BNI
BO;BANQUE_BOA
CA;CAISSE
OD;OPERATION_DIVERSE
VE;VENTE_EXPORT
VL;VENTE_LOCALE
